episode,mean_abs_error
146,0.2060800254383266
147,0.7131257674209752
148,0.31462877752950763
149,0.33852117327360776
150,1.127791214152773
151,0.21231162988309252
152,0.17687334712619185
153,0.4224180311463147
154,0.1592760516767803
155,0.21873983209785186
156,0.20218927285153773
157,0.45392972367293627
158,0.1463107426137596
159,0.4817563111332069
160,0.19984450418596597
161,0.14647023561715145
162,0.3591978768215358
163,0.26599692119706225
164,0.29434822030867724
165,0.203266453363956
166,0.2988195663825962
167,0.46430365949098096
168,0.3303808745184803
169,0.286219054449878
170,0.5566970963631575
171,0.4679686455857885
172,0.3845533469844817
173,0.39972995680195034
174,0.16713973739275653
175,0.4835986338978332
176,0.4137533082750937
177,0.26236155183598714
178,0.40289916608249854
179,1.577447185581858
180,0.20339573791336515
181,0.23315470620790965
182,0.2170991902479325
183,0.22712561686824817
184,0.1257676350663114
185,1.1745974059945479
186,0.21985519463758466
187,0.09690151333060133
188,0.07183771582808628
189,0.2617911722020544
190,0.24975907388738586
191,0.261135100267534
192,0.14470476448309907
193,0.47917414263406755
194,0.14663477046728993
195,0.10567030351607418
196,0.26101947383526247
197,0.240408020050132
198,0.0884291047067733
199,0.9393629920804756
200,0.382537549416622
201,0.08642070755384888
202,0.1323316500020206
203,0.19851878490117564
204,0.17408127246019178
205,0.1506925341702496
206,0.09007133967531503
207,0.08815780951860722
208,0.33552894488055074
209,0.9035121333576229
210,0.31108412983225625
211,0.15653510431849793
212,0.11075498454234167
213,0.10642517336162652
214,0.19550814629671312
215,0.5806661422188822
216,0.21275702657867734
217,0.23061687717499868
218,0.1272307595566402
219,0.1371073531790301
220,1.3921084668511554
221,0.1575360195426133
222,0.11675719764917941
223,0.2632686713025975
224,1.181830059953102
225,1.8040695268910043
226,0.3745380196249931
227,0.23951415084478345
228,0.07826535159546806
229,0.07389661062137932
230,0.4950300583153303
231,0.28669659939290293
232,0.31740688141628864
233,0.21137130497126339
234,0.33671574888738615
235,0.06896900479276433
236,0.24931646723294898
237,0.07873060723152016
238,0.3404623307049539
239,0.21384577759804713
240,0.417393183316945
241,0.08154108400634189
242,0.19571056335189987
243,0.6760592718283646
244,0.2209393183754242
245,0.30694253302451624
246,0.19350793778214753
247,0.16894984864839754
248,0.23708534967020492
249,0.1434468909071196
250,0.18533415666306463
251,0.1657701568634568
252,0.3256748668517124
253,1.2635336371230237
254,0.6706146039056466
255,0.1942906895299355
256,0.13506723870589304
257,0.217028558386177
258,0.14522000183890446
259,0.22990869797769117
260,0.1963282418417315
261,0.14801323283697804
262,0.13384445554366717
263,0.16017656155916069
264,0.1292767054852009
265,0.26532395651817375
266,0.2587542355249231
267,0.11209014025554977
268,1.2191372538060528
269,0.19246564464711985
270,0.24177897231053005
271,0.12742002422637838
272,0.12907107198203285
273,0.1810670161067253
274,0.23718788634812235
275,0.14868829385092464
276,1.1518168089772416
277,0.3520890254144861
278,0.27075384653127765
279,0.3010956037177779
280,0.2894080452088657
281,0.18889192810812128
282,0.26304351695324585
283,0.2744814064351502
284,0.28287098744596084
285,0.27303378047563737
286,0.23061474691673883
287,0.3410554015025287
288,0.29138932324515765
289,0.12960642732563626
290,0.2723078686790797
291,0.2926159782199815
292,0.24781811502346007
293,0.3083917579873322
294,0.25115142599602436
295,0.41124888638453005
296,0.11740129243138099
297,0.5305304040207997
298,0.8761156879370651
299,0.16269222784475404
300,0.3052757767548544
301,0.3496688135814028
302,0.34786409021853676
303,0.5537313080567903
304,0.5802846439798074
305,0.513763302637537
306,0.2338345661293617
307,0.3695173856579724
308,0.4068772611035389
309,0.2510820281565988
310,0.33301809337724214
311,0.30186211923236467
312,0.4364134620231551
313,0.4560322215507888
314,0.5427430257690047
315,0.3388769533913839
316,0.6301113432819494
317,0.26011726108149963
318,0.3755441731204042
319,0.4264721193353545
320,0.4124075636304914
321,0.3426248715282526
322,0.19069984608578866
323,0.3306220841671217
324,0.3310680809410086
325,0.32052557839214885
326,0.3180874932036077
327,0.4315225220048119
328,1.217129692168453
329,0.5315923727278831
330,0.47428464746281723
331,0.5721145727869567
332,1.3108131463014077
333,0.36648752581201777
334,0.26614798771390413
335,0.5761409968776013
336,0.2159668980544918
337,0.5295461199165838
338,0.3328331930035916
339,0.26532688023849854
340,0.47451149809192467
341,0.24243444440695985
342,0.44112806134504173
343,0.3476184279324702
344,0.3071305221096477
345,0.31899633660117266
346,0.3154861521939564
347,0.15756390863770062
348,0.2761343703745225
349,0.31619761744127617
350,0.2810877523547001
351,0.48335115510069093
352,0.18432528295554063
353,0.13861397622929164
354,0.12324537026244442
355,0.19792746613685933
356,0.4305395066222807
357,0.2075471578143431
358,0.16773651612431112
359,0.6741960724822792
360,0.7623337923128167
361,0.3115937389184275
362,0.6450931573901325
363,0.23226920475032506
364,0.3661380093661936
365,0.18666125443675236
366,0.3749607452539293
367,0.713412939110907
368,0.8833403701429932
369,0.6289041032792969
370,0.4212510368087844
371,0.3481826229031673
372,0.40752658175034556
373,0.2795344598299677
374,0.37226592594198665
375,1.5524832573725853
376,0.2612225485569656
377,0.6286909061747483
378,0.4705940407809036
379,1.7414374943256896
380,0.34608373246903984
381,0.3015409656137764
382,0.8828689803200963
383,0.28046027299800114
384,0.47695007498530356
385,0.5091955679680877
386,0.25585356290392
387,1.4917333740471315
388,0.33019171378055734
389,0.2741555919167544
390,0.28845286008119114
391,0.31710839906714733
392,0.7992993803617449
393,0.2718238856017396
394,0.971101825250261
395,0.7298936527317264
396,0.9961910352709499
397,0.5412776310672212
398,0.3069786268738041
399,0.6613646565171695
400,0.6901965507361545
401,0.27640011450706486
402,0.30795814611914324
403,0.3744167797839123
404,0.2909639437535934
405,0.31690140236235287
406,0.6472949569559652
407,0.3223994043626085
408,0.9010342303751231
409,0.46748002862419874
410,0.3517859690244142
411,0.2229814446292987
412,0.8163074270922686
413,0.32243284388327725
414,0.4905166660694019
415,0.45469234014879545
416,0.31236138197553126
417,0.40208915905570386
418,0.38293541487006794
419,0.24162072793487
420,0.18115845037377487
421,1.1871520406284464
422,0.44642712336757245
423,0.32813116950599786
424,0.21916239940470916
425,0.33382310108500135
426,0.18359590185127406
427,0.2220363721611715
428,0.18795943477037097
429,0.2272131064369707
430,1.6107660163741193
431,0.17792084157078283
432,0.2086103964539658
433,0.2690728465193757
434,0.17013679813390478
435,1.3280977956679751
436,0.2649026381029754
437,0.15698249076604723
438,0.17866835057007754
439,0.13823654753362094
440,0.2149166277473987
441,0.13936641303669872
442,0.2393759917511891
443,0.21066863452157036
444,0.2813523042351198
445,0.17589631123281382
446,0.2238036078164043
447,0.21656242211597357
448,0.25800760862472477
449,0.3384895131853711
450,1.2583493568046906
451,0.29396936861806494
452,1.5013399974586241
453,0.20387414958033526
454,0.13814396781110008
455,0.29338070972882024
456,0.13579003288658661
457,0.1720420239816736
458,0.29341552783918523
459,0.78474328958176
460,0.24189255962335618
461,0.32509968784165544
462,0.2247108681622462
463,1.1562966377258423
464,0.18926271111457588
465,1.038055035145657
466,0.31294267686161015
467,0.24586579426823113
468,0.9836701211550916
469,0.2211365904284247
470,0.42487247140309514
471,0.17032707783661033
472,0.8970211869421242
473,0.24128598793916503
474,0.6393108798314497
475,0.45215728549570283
476,0.22138721760788357
477,0.17908406545282302
478,0.20767046565269626
479,0.17290746843986934
480,0.7456824023578813
481,1.147126838075457
482,1.3407836035387217
483,0.5116032684000713
484,0.8396266108582813
485,0.37119518491820147
486,1.2174804404876556
487,0.20247919382344032
488,0.32507632566530736
489,0.2760420675728519
490,1.4481285921986142
491,1.08380116888411
492,0.2941141839736109
493,0.7949846433978128
494,0.3896674506620968
495,0.3385212247648146
496,0.3337715756830387
497,0.30886798911331
498,0.25865018622760666
499,0.47830783564786666
500,0.5107184831761561
501,0.49953808583960185
502,0.5865207257668215
503,1.1533833098832575
504,0.2325561501113861
505,0.6520985610677191
506,0.20326473909359488
507,0.26456741993296906
508,0.8633818917006244
509,0.5080005135299748
510,0.24822481597542287
511,0.5595257607114377
512,0.3671736880997911
513,0.7266954956473036
514,0.19947036438089286
515,0.542985938784856
516,0.7294337814043863
517,0.43265501360056813
518,0.3206359280575583
519,0.23877115108989777
520,1.6086427736051563
521,0.8543877714280755
522,0.31884795255278986
523,0.42288504738177435
524,0.39019688080125586
525,0.31999882781063305
526,0.4555162365863767
527,0.3962411580162835
528,0.3534003266271428
529,0.3422306791086011
530,0.41990649903565075
531,1.07895618513344
532,0.21119275732803106
533,0.8230844992929346
534,0.3993055883572167
535,0.3574251541974091
536,0.44544746814334635
537,0.25670754216639097
538,0.5814421767864676
539,0.34678988212573214
540,1.2180232703679923
541,0.22812961520541658
542,0.1954029699337089
543,0.19901984559331984
544,0.34560898809311313
545,1.010500703026646
546,0.5376611137852425
547,0.5079972512995333
548,0.4288724078613437
549,0.43047478998656125
550,0.3630935335205663
551,0.49845510595802534
552,0.46835242450539977
553,0.3867858436026892
554,0.5391192332120455
555,0.5298811204363144
556,0.7418702307178676
557,0.6101373976648768
558,0.5402711054099263
559,0.4242695156569927
560,0.47530163828629024
561,0.43243489560861476
562,0.5153558906554221
563,0.4080920842404243
564,0.5632506722105023
565,0.46259276790428305
566,0.5724916105464672
567,0.7600954785506165
568,0.48378610606142786
569,0.5179521345657316
570,0.39538747876278446
571,0.5350181478403153
572,1.5515269635402837
573,0.4992810205886185
574,0.5277096313932558
575,0.41162568229712887
576,0.3912511822095547
577,0.48031118499792647
578,1.0798570211508285
579,0.40178553155150964
580,0.3949522870259203
581,0.4462658594869584
582,0.3147462251814009
583,0.4807219912484143
584,0.6025874909477755
585,0.4773272920430277
586,0.44352192725582473
587,0.48500063479088984
588,0.5598926791694128
589,0.44397009854003266
590,0.44877544237055705
591,0.6265600091676643
592,0.508215486002448
593,1.2249414212084089
594,0.48028312672740525
595,0.4298069144333536
596,0.3560455716214238
597,0.5721520413478086
598,0.6312628614603873
599,0.5325593790924229
600,0.686433275596585
601,0.5773871296136796
602,0.3967256288138198
603,0.452217798800555
604,0.451529152937085
605,0.6407054291850589
606,1.0302007152108217
607,0.9076698224045263
608,0.36388408324312843
609,1.1152580329448296
610,0.5590692209987325
611,0.6345101749920602
612,0.3945148168890092
613,0.7310298514392891
614,0.4190775372246663
615,0.42044144947775264
616,0.37720378482546585
617,0.7783951529785067
618,0.36953893508612645
619,0.46118609310342407
620,0.5934258469775073
621,0.5148924809550219
622,0.7085683630920903
623,0.2773165629221709
624,1.007881357688526
625,0.3556515293369131
626,0.22564468467001345
627,0.5128231938498277
628,0.7008176488372596
629,0.32416188605938784
630,0.637808361810445
631,0.49443955346550034
632,0.7261827409176521
633,0.6147554696926694
634,0.645731391411148
635,0.543419267994966
636,0.6354765270916091
637,0.39944881702166485
638,0.5115836009597519
639,0.7204542255253453
640,0.8151431941345496
641,0.5960308856410007
642,0.4253924457106006
